,name
49RRQ0nE8XugVuvowiVv2g,Al Hamra
v_fV3nYIZQRGBdRL9jXeAQ,RiteWay Catering & Food Truck
VKNl2-aF4n1x7lPVyU-Mag,Spotted Donkey Cantina
KBKDl08flVw1AqvM5ucVpA,Fuego Tacos
m58lhWlKFYYITEB8rMJ_sA,Niro's Gyros
u-0MhE9XQkPq0L167gF-Xg,Taqueria El Tizon Grill 2
hmKTkX9pO5axpnWcOGHr1w,Little Caesars
0HDkCZtCvua-Wahio1-pBw,Two Hippies Groovy Beach House
mSvQyDPMMh3AP7sVTvAnBA,Carvers Steaks & Chops
0w5esOmdWtoknKhJjqbEwg,Jac & Ray
cC08otMSMx_S4eUbmElKew,Spicy City
nVg5Ixh0hLtPcc5prc6tzQ,Subway
oGwzYYdpLKH_d9T3af4-oQ,Dog Town Chili Dogs
-rs3Rufq-9jy8z3eWWNd-Q,The Birdcage Bar & Restaurant
bdqt0fNaaAcA70hYsIGNDw,Noodle Village
W7UtoDde1ekOmsEeMl8XCw,European Bakery and Cafe
MkDTaYABHF2chHTIjCirBA,Volcano Buffet
aYAlzKHwXQn6JNLweRnZjQ,Nacho Daddy
Zh_y9AmSfWZpR2JB9wye-A,True Food Kitchen
xbZo8aMOOobPRzHKqmA88g,Barro's Pizza
8S31wjHVC1Rx71ooEcTRTQ,Buzz BBQ
RHmoevQvH4vuS7KOL5JWWg,Buckman's Grille
11TesR4KkvWZaTHaVINe2w,Harold's Chicken Shack
obEv3-i-pr6oPlya2IY5mg,Royal Buffet
MItBw-JgGp-1IlpRxzjXWA,Jimmy John's
RXcEHoXaNYDVbXaIYeTYIw,Mickey D'S Cafe
WYk91WPklqRWuk9z9DsPDw,Vitamin T
xgrLjOSICVgYfxVNNMIKtg,Monstah Lobstah
klCQ1ytgmCgJ1KvlR5Y0_w,GreenMix
0g_KFvnPIkA8ywTXPPeRCg,Hong Kong Asian Diner
j4TMayffJHao9Ntd799Bhg,Nikki Beach
eG_GtDLVZ6vSSMYk4eDeFA,Prima Pizza & Cafe
gmWSXOysesNdp58WnwTA2Q,Rancho De Tia Rosa
NLVcGseUhgQdABs1mIYk8g,Viet Kitchen
3tiST9R0JRLbi4hw4RUBjA,Carl's Jr
yTf5mdwj7sWQMKIE8owiZg,Arriba Mexican Grill
cInzGnaFZ3EIItvFXl1MvQ,SaBai Modern Thai
uL1faPt6dsuOxUUE0yXZeA,Doughboy's Pizza
7WGQoWtfHYnjMtFAoEv99g,In-N-Out Burger
YcNoZBYL7rKYMiyoLGiG2A,Long John Silver's
mPBH8tYWotH-ULOySKRv8g,Mama's Pizzeria
09nlgfIqh29b_zVXPdmySg,T.G.I. Friday's
YJoph5UiUZ3BEb49vyFAuQ,Garage Wine and Tap
DiEGst8EG0OjqsDdGAlo7w,Carl's Jr
xEGVRqNOpa8Dn5JSFM5u4Q,Nicolo's Cucina Italiana
098lYL3ZpOayRvk7MbwyLg,Teriyaki Madness
FI4ns6iR4ZrhoaYjITf-Mg,Sunshine Moon Peking Pub
J2_QOfnl6iLjHmfORHxnOg,Moreno's Mexican Grill
NZ4V7rl7nevZPOdySgg-iw,The Buffet
t9P1Bv-UcXUuCtSp-3uYZA,Vegas Express Sushi
bUPW6CbceKA4SRgroKJJ-g,Emjay's New York Pizza
a1aIYuvQUdSFOyn4vKIXnA,Lakeside
N0sUdCBcA3ScYULAkGOqxA,Coco's Bakery & Restaurant
eFA9dqXT5EA_TrMgbo03QQ,Crust Pizzeria & Ristorante
N_LG7wMjLSOJ9mgBr1kWtA,Local Bistro
sSkoeqwqB6PPBJv1rzkWtw,McDonald's
sb3e1qE3uZ69Vnetdovw9A,Vogava Coffee Roasters
ZEpSYuDb9BgYD-XF1mc_jg,China City Super Buffet
9GHHH-edaSLwKZahZTdM3g,Capital Tap Haus
AvBWthL1cLqMYnltQ6qF5g,Speckled Hen
bWH38_hb6EffnfjiIB7-GQ,2010 Fusion Restaurant
hrx3IDuko4UKSzZesFaj1A,Sorrento Pizza
mJFWRws-E-ak1_CoBo9rcA,Gallup! Coffee & Bakehouse
J8PyvKkLBGLhYjSlSg7u2A,IHOP
oUEGRxz1_FjLJQyovg86bQ,Wendy's
VleSf6P-lyyyfkgNiwGjhA,McDonald's
MNee7WyJowmFD0-NS9safg,The Spicery In Our 1895 Home
G_bvx3BjuoWr9A_zfdZ6IQ,PT's
O-xSC1JlgdiBN3zR4iqNUA,Plaza Bonita
FPlwns4ef0bbN2RF1qfTsg,Sushi Imagine
xz1fQwwVAhqA9MsmMaGyZA,Taberna Mexicana
8v0R86QBqqQF9E7O-Dw1Jw,Technique Restaurant
vvMR0jgDoBA-g1XgZy8sEg,Tryst Cafe
2e4LeI46Mo9YF24RnnJadQ,Smashburger
xdVoVO0SjRth_Af5mtOvTg,Great Dane Pub & Brewing Co
dNeIr3C0NcSTusZSs38Pmg,Wild Horse Cafe
wyxsEFTGC1MuadT2SpTE3g,Tasty Thai Restaurant
5WRpxAc9lvonVGfuX34hlw,Jamburritos Cajun Grille - Express
UjaR5QhlqlRIGMtlC78n3g,Hammered Hog BBQ Hall & Saloon
sHu1zuayEsWgIKdj7nVRfg,Moon Valley Cafe
Dt8RITU4OmTbRaKKlZm_Pg,Sunshine and Spice
_yW2zLQAmqhj2m7rBbpFPw,Culver's
EhBSVPbSw1pKE0gg4u2Kqg,Watami Sushi & Sake Bar
pqkwR2me0LhEZulRcQpOuw,Perk Eatery
WJMzIPhMzqpvX1RxLIUc5A,Flame Kabob
DbTHx85IwJUJs7tcNAa0sg,A1 Pizza & Wings
VOoqJ-Q402FUocygKMVIVA,Hot Dog Haus
8EWtX4VzY_dSEUz-LQSL_g,Pho Thai Binh
YZZ25gyX-E7yGVnA97I_sg,Harry O's BBQ
hG5QnyJ_lbVAT_jaGc2u1w,Einstein Bros Bagels
1ggcLvWPBDWnp5MVTRnoRg,Old Spaghetti Factory
gZ3GVh4aER2q6_UdA6fTKw,Janey's Cave Creek
lNlVwSKqaxE7agiGKfCaAQ,Barro's Pizza
AYPTLvxlCw2euajnglksTA,JD's Lounge
2W2AwR-5z_jQ0Ihg9A5cPg,Pho All Seasons
zBrrtMoBUCMSLiy-v7pUfA,Olive Garden Italian Restaurant
BqrTtox0JbG-P_DKBB5bBw,Holsteins Shakes and Buns
rgizde3reoXusbR1Oug37A,Gold Chef
NxsCqQCpofRx08m535JYIA,Comme Ça
zpDJ3kZohKJWKsT3O8yi0A,Olive Garden Italian Restaurant
VwCYKGji0en-y4ebOXNsnA,Super B Burrito
nhToFLPoqNixNbRK4-xFQg,Smashburger
691w3FIZWH7cz3IYGor5Ag,Cafe Aroma
ImJ7QAw6T6ayJT1AGr7OgA,Merchant Madison
kMxYp2GZL5ic6b05gPP57Q,Nathans Famous Hotdogs
nKrK1aK2uWtL57Q3ShH6Hg,Yume Sushi Grill
onItgedmKDLbI3JHOE5XTA,Noodle Pot
npfVfumxVAkQNYpY1fSvew,Steak 'n Shake
PNThcRNEFI3azvfhvhd_KA,I Love Burgers
BINYfrtGp3A4w0d5E7kbYw,Otaku
Aa-UgGOs1lDZzQhap370Ig,Lin's Grand Buffet
L_QPlfl-6DnBbYcxfdq4TQ,Brooksy's Bar & Grill
zt1TpTuJ6y9n551sw9TaEg,Wicked Spoon
46xWJ6rKZxnrSLWro6EOlA,The Hub Deli
28ycqW56i70yM_C0ejNv9w,Tien Wong Hot Pot
cN6qpVw6RaSrSI-JGGF4Tw,Jaleo
38ei9EOHa9WP6iIHOUlHSQ,Red Mountain Cafe
cMvN1j-LK64zqmT4vnl8NA,China Poblano
QpdkXudiqodRvbNh0tyjqA,Hibachi San
uYKwS-biARKgBkk5rY_PaQ,Twist by Pierre Gagnaire
EFLVfAlLigGlQRqbi2IfBg,Fit 2 Eat
_6gbnNRPIc-iM_0cBLPX1A,Estiatorio Milos
wO6dcJGJEG1LWprzYHAkeg,Dragon House
Mzvb9KyqVhrDA7wGhkTAKg,Wang's Delight
mpdl2_v3MDJVzTaxvlEGTA,Rum Bar
Ursyl0ENSvc1BA87H5st2A,Pho Little Saigon
OkO7zRnvV2NQR5aPmbRZeA,Jimmy John's
xF4jaaESOYMqjDExu9vDnQ,Calistoga
yJ-Q2wBdrwit4RcZcZ0WEw,Tumbleweeds
oKPRY3pQ-G6gmcbfE0splw,Tavola Pizza
1_43FZHx3P5D7X-CpIR9WA,Jersey Mike's Subs
JMocUL7GB2lf-QEZEtb9zA,TGI Friday's
i-hhDW8Kx4v_fHz0Z20onQ,Del Taco
eq6lQI039SBLC6sHm3idGA,Secret Pizza
YZbDLZp0zhmgnIPflNZZfA,Leo's Island BBQ
_U8nP4aJ5b-sVvveWYJkbg,Harold's Chicken & Fish
eR7cwYFZDkNqBSSTohNwLw,Wok In
s_aCmrCP8QmOHASsOlA33A,Chicken D'Lish
NVunai1t_GXQCAdDzFWJkQ,Blue Ribbon Sushi Bar and Grill
Q2jxycSUgHb8GkYV0LCX0g,Porktropolis
qls-_r8KdQw4lH9x60qYEw,McDonald's
uGaxjxl8H885Iv5t0Hf8jw,Swanson's Supper Club
PPCXpvcgU25a12lM55fxDA,Las Islitas
POIEvBUafDX610SBKwK2sA,Popo's Fiesta Del Sol Mexican Food
YEr1u28K5nDSJA76o4XKVA,Tutti Santi
UFf1nfDi1p_301ty6u9IFA,Monstah Lobstah
QiTjW1KT-pD5BKx9yYD85Q,Three Villages Restaurant
YrTKu37eqg19i2-crujY9A,Anise Cafe
FzeYyIca3Bw8mS4MeUUAGw,Va Bene Caffe
JvdpALAa8W-DxMs7q12DEg,Khublai Khan
lHr-aMBHh29zLpuB2ShAMQ,Tanzy
zRc17iJZWZQQYE3E5uWxrg,Baker's Cove Seafood Restaurant
RE3xkxkjmHQIARrLSIeerg,The Henry
Z1yPkN93QKvuny8CCm4aDA,Sloppi Jo's Roving Eatery
9N1wJB5tWXAB7Fz8xtA3ZQ,Pizzeria de Enzo
Bt7xHko6OfInh7GbfSv0xA,Viva Salsa
PsobOr59-Wh812PPjjhG6w,Baja Fresh Mexican Grill
E8uHpUKu1eRx4V5gug1TpA,Papa Murphy's
eb-d7bMXnzO8DGWJ5x552g,IHOP Restaurant
9SrR4mkEsyimsimrc-vP4w,Beach Café
wZxrcIHmkhT4OHvIxPwd_A,D.O.C.G. Enoteca
PwlTG5rzh-xefcVhYqDm2Q,Pho dau Bo
jRfdz5voj40P6WS9L54caw,The Herb Box
dGjOCZsRnjdTlcIBDmAJjA,Blu Agave Arizona Kitchen
_PSo13KRX_X7FQR5mtUCug,Hibachi Grill & Supreme Buffet
Ic6OGU2zmaVnjIVz9HUIAA,Painted Mountain Golf Resort
bee_DAFUBI2MzhBytXHGoQ,Cactus Ranch
#NAME?,The Overlook Grill
ckqbs45ngAwsgyvK_SWkvg,Barro's Pizza
tlH1ciAK3t_hrX6FS5VCDQ,Westside Deli
9KAa0PIZO2rrEXfLD3JM7Q,Shish Kabob House
PbF6lGbnilFg7NECHcf6Tw,Cleopatra Bistro Pizza
1T1hQpU4kbukSLoz947BWQ,Filfila Mediterranean Cafe
vwM1i7TB3b75Oy8QW9A0Ug,McDonald's
8X_9ue_Hnpr1lYa90EG3bw,Island Style Restaurant
#NAME?,The Village Coffee Shop
4A19iEB8F8rrnysoG1s1Iw,Inka Fest
#NAME?,City Buffet
oTjwjLPGqqnh3coj0WQEEg,Fresh Wasabi
GTAOZFZqZmis3TuM9H_t1w,43 North
p3X7T5qvZ7YYBYHl8LN6Vw,Oriental Jade
x0pvcx4C4n5sbFzs-My8uw,New Mexican Grill
gWRJ_Zyl2gtx_pCNTKnG2A,Our Families Country Cafe
SLIsUQDQ8vCmGlUFtuTVxA,Twisted Italian
M_jMhKl-hsTIyQBIiAH_cA,Cafe Rio
Ldx4Qe_R7w3OlSx3E-z0aA,T-Bird Lounge & Restaurant
6ObEB-xmhsENRXYcqEU6ag,St. Louis Bar & Grill
qpo6O2Ozbrn8wFnoCM4slA,P.J. Clarke's New York Chophouse
YA4xUXIVsfepzyneA2sNwg,Pachuca - A Healthy Mexican Grill
0SVfpByEWCWgdWgDr5lPNQ,Cafe Pyrus
Mie70jRF1hdVqiB7G_lIhg,Parc Central
9fhgR1AWvToyrvD6DhWQAg,Cafe Volare
tnh5sE-eALcXB-IJaIneqA,The Fruitmarket Gallery Café
m7L0rAVHEAZ5iXUSQX9qhg,ENVY Lounge
WaO_hAunQrZ--vI308rHQA,Big Earl's BBQ
1XXGV_HvIHLC2C1mJUFv0Q,TK's Urban Tavern
nz3trThEa_R5abP-nfyVlw,Red Label
VITFQQrzkyRnLelvMtULqQ,Pasha
MuIXnv7Oq7X3-4aEsp9dDA,Citizen Public House
INMlF39JiK9buYVNUR6O7g,The Playa II Bar and Grill
77I5jeDjR1hElf8jvvLPng,La Estacion Del Sabor
Fb__zkvQX3W7u1A72h4wPw,La Cave Wine and Food Hideaway
4ztU-xHKzlS_yzgfnpQj9g,Theresa's Hacienda
FbMM7eqnhQuZ6yQ2D4qXcw,Panera Bread
T4xDWJmncwuJ3P2RPczAfQ,Olive Garden Italian Restaurant
hVKTsUaaJkOKR9v5BY04_A,Jimmy John's
T6hYDhIZAzPW98_OEbqOSw,The Handlebar Pub and Grill
Ruyo0jO4ZnFo_-91CbWPPg,Port of Subs
GDeu_BPyb4PBDZSv1J9-6A,On Deck Sports Grill
ShtGA_xC3QVSQ4hCGBHHDg,Hog Trough Smokehouse BBQ
Ul2QB8Aix9ATXL1xgPSq8w,Café Milk
wyqouyZTP2qtLs0sdQJSOg,Loudons Cafe & Bakery
ksD6Pv6wOocscrEMqfnYbA,The DawgFather Grill
rYXu8NasDNnLZrmHymaQWg,é by José Andrés
aIzLOo6dk92DDts8YpyhZA,Fredericks Coffee House
XU5Fb3TosXDUJcNRWQM5cA,32 Shea
g9XzAhPiS9DCYT4FbKPzZg,Grand Café
nTtHXkGVjBrE1Eez-mT3aA,Osaka House
2ekt7hZde4jY7fenBuG-pw,Mozy's Shawarma
_yPgKR2Q9IJZ_sWDwvmq1g,J & B Family Restaurant
3f9oR4imL5js4nMPvNIauQ,Geno's Cheesesteaks & Deli
7opoNCBk1B00claYpFx4ug,P F Chang's China Bistro
JS2lVUj8dVwx5ludlpHRPw,Angels with Bagpipes
WoQwW8hWHPz7uiL_8zHwwQ,Kapuso Kapamilya Karaoke Bar
Pg8OPh1D2ws0xO-I-8ppoA,Upper Crust Pizza
G6hm1kGR9Jjg5Kzb3lvpmg,Ravella at Lake Las Vegas
7d4N1Hskewz50bxQZrQ46Q,Palermo's Pizza & Wings
kvQ2riK7acx0HGNKRsbang,Seoul Korean Grill
bsurBnPwOHcz8ATxzgxcEA,German Bread Bakery
pb2JLaW5R9eYCkQNR_blww,Bambino's East Coast Pizzeria
-r5aq7vjN6lMFDZ4XYErkQ,Best Billiards
8lKiCgPn_eonn5CNsffabw,Grimaldi's Pizzeria
pDC6ODmk4rCHW1Syeqc87Q,Eat This!
s27thKKjMDK6ekYJULh_Ig,Taco Tio
wN_wAXWg8W94v04eqijy6g,Tacos Atoyac
dec2TzjQ1skgmugHKJyLwQ,In N Out Burger
ZHioxVVxhxhZvtqB0Ny86A,Las Vegas Chinatown Plaza
psm1tqE9dxRWWictMCnLuQ,Filibertos Mexican Food
h7GjXjxIhMVChtYeYvdX2Q,Rubio's Fresh Mexican Grill
VeMcG5cMG2i1ziUVwQHaVQ,Jersey Mike's Subs
ypEtwQHobNJCZvPONO38WQ,Litchfield's
Xml72rn_biWUF3idv9-mPQ,Pupuseria Cabanas
rZ587kl2xt56DmnR2shqpQ,Poppa Naps BBQ
KXvkoGg5Od9Iwk4LMBFJ4w,Federico's Mexican Food
IR1vDeNJv6vOQgWdPe7VsQ,Chicken Bonz
qRBeZAFiId0ainBtpFSGuQ,Public House Garage
QpWBVqsrJSXf7blGQEP9WQ,Joeys of Chicago
#NAME?,Wild Bull All American Pub and Grill
KwnYw_cLsYkUPA6ZUmqsYQ,Devil's Greens
3OadREi9_BfBz5EmwoqQcw,TastyBunz
K4vvFvG89phjiFHhV8grsw,Slidin' Thru HQ
GitvoU8mPOLieMiiw503rg,Sushi 99
ayvalHAS3S1elCbYR-Qfjw,Ye's Sushi
#NAME?,Schlotzsky's
1_WD7kvNQAbscw1c7CFH3A,Hey Joe! Filipino Street Food Truck
_2DT03K8fWh82Y9tBVYMKQ,Subway
FSHZ7I3VOfKgWSqFfQhUhw,Abuela's Tacos
YzgAfSI7aasPzphYeIHQPw,Chicago Jimmy's
Xq9tkiHhyN_aBFswFeGLvA,The Arrogant Butcher
JaNp5Cp-Bz3D5nMuzqpAAQ,Poblano
IjtfbFh5LCbeUTVVyHcHHg,TSS Grill
5kB59vuc4yufpGNNrF3Efw,Chef Sara's Raw Vegan Academy Cafe
n9tzswbOPrdqoNlcWPRhtw,Mambella's
RFqDK2b5mpasIuAzDoDdDg,Due Forni
#NAME?,Asian Island
KldtUcKxWcGDVKB2vOZsuA,Wienerschnitzel
qyITz0lZjD5ESgbklCfYVg,E Go Cafe
4ieuLil-D58FBU1DVd_xGA,Ah Hai Sushi & Grill
l8uDeX2E58RBEc6FfQpdHw,Tsom Vegetarian Flavors
AhVAj8F7jjMJcqKD30XwMw,Cafe @ Rio
qyHsF61vhG1PsWi8PoNAYQ,Planet Sub
ZhMlXLXuZf5z7lxunHk2ww,Eddie V's Prime Seafood
zWBc1XnCoWnRgplxSPzrAQ,Flame Kabob
6h8uCL6lF_KJC0nfYiTBwg,The Verdict's Inn
7V4ppqjixjQ0S4CYaBs82g,Fairways Grille
wbVDdv5cp5cHh6ckQlVMSQ,Subway
wgP52y-7FkrsZVVHGomoog,NAGA - Thai Dining
OVU0pQ85Zf74OVgDyPFvGQ,Grimaldi's - Coal Brick-Oven Pizzeria
mnJHxPTbAxhueeuh76ePZQ,Katana Sushi & Grill
#NAME?,Port of Subs
H-nlydkvuHBlsk4aJzCAYQ,Dang Dee Thai Cuisine
wzuIHNOJrxSwfhKt-wV1TA,Thai Patio
y_12jVZHeicMKgmPEcUZcw,Woody's BarBQ
GHYOl_cnERMOhkCK_mGAlA,Kitchen 56
wECOyIT7BzcCMzUkN_SXhw,Jj's Pizza & Grill
c3DXOb7yx2a9LboxOq0Rzw,Coco's Family Restaurant
XOOlEuIOo0wPjYOjbXGecg,Oregano's Pizza Bistro
8dlyEiypNYB0sVfdzQll3A,Tacos Sahuayo
GBmcKiTcooVff2T84b7dcw,Chick & Benny's
SsTRG0OdPTQ_RJ-lMkL1eA,Rubio's Fresh Mexican Grill
GYPHQGaB4Oeq9veH-p2nKA,Thirteen North
7Vqrh77SOYwZ3_AOK-TTiQ,Baja Beach Bar
UP4f6bbLelwe-Yltxkc4CQ,Cruisers
ix8XGuorN_sKU0zJD4teOg,Apollo's Pizza Restaurant
vslIVAryLwMqAxbbkW4t4w,Lucio Ristorante
mVZe6Chq4EGCepva03vPBQ,Divine Cafe & Market at Optima
rad3s5u3uNco7mZXQ-arOg,E-Jo Korean Restaurant
XZHlTIIuFkkv_zJzShV34g,En Fuego
SM3EGMqG1MN1kYVGIXLx4Q,The Flame Broiler
YjURbuHKIAQrwQKE8jxszQ,Little Caesars
1W-Rb4ZIs3JA2kRKyZ8O9w,Whazzup Pizza
tCYKZXzVg2zBAzmprrZt-g,Umami Ramen & Dumpling Bar
O60NyTHyQCzFa0yo7bapBg,La Petite France
6x2VNRhCYv5lgcT24S_sJQ,Capri Cafe
M0Ulu3PzwBumgOZJL-6KnQ,BLD
nlFlIeziD-4nNUF2B337Yw,Reathrey Sekong
8Paw2C-StKOx7C5nSYNX1A,Bobby C's Cafe
Jlcx_J7DAqXthtsb_OMBEw,Five Guys Burgers and Fries
in-UZwg_LWh_CqU-JwBDrw,The Desert Oasis
bzQPFOLLxuwx7K7dw8j7Zw,Cafe Los Dos Y Cantina
hM-W9v1nnbdemwfcR7SvxQ,Filiberto's
ur2TCguq_ASmv0K0dNR1WQ,Fatburger
769PY-WytNoFeTFNxjcK0g,Margarita's
A3kBLNvYCO_saEGGXrWdZA,Lotus Chinese Restaurant & Lounge
3ovqR1z7Imm7uY41m8_iIQ,Azuza Hookah Lounge & Cafe
KJzbxY4NJir2JTyf2ZpyuA,Ichiban Sichuan
eeFOXbXG7hSQi1ETNeJ1ZQ,Cactus Moon Sports Grill
kuQT-VDRQL_V0GFmCYTbSQ,Chateau Beer Garden
RAqKrXE_7PzFcUVgtzGDsw,Pizza Company
ksrFUcwnsWS0rW8a1UeKvA,The 41
X2yJhPdGxRwOzKnFOXEyaw,DiMartino's Italian Restaurant
nZgYNbl1XlZyyKlISMoG6w,Sugar Factory American Brasserie
0yBs5wbVw9gTIDe9Z-rMTg,Bonfire Grill and Bar
2a4wMeWkUcS2Qlx47_iQ-Q,Mama Gina's
8obRHXXQgpchvNxqNJj8fQ,Samurai Sam's
h83afVKqwBlA-zOu_vdtEw,Kyara Japanese Tapas
vk7U4WeUKJWteORW5hba0g,Big Belly's BBQ
WhcWAaAw5x1sLh4PFQTlbw,China A Go Go
jtzhY-P4H6WSYpv5rWhxtw,Rice Paper
9H5EDAiW72v0dVJdgjLY4g,Black Dutch Cafe Bar
0hej0FRXraL5BNUKWhY_8w,Taco Bell
hvaOgvC3F9b0G1eefGlzNQ,Thunderbird Roadhouse
HInwbp5-mlHseWLSyCAxKg,Marias Taco Shop
jmgKs7CTqSWWwJnFnPIf4A,Rí Rá
c9ENPUTfi5blUTPgkIHu3w,T-Bird Lounge
SSIseZSpw6eol3G4Q1hFsg,The Chicken Shack
ksaCP2tFx67foJZ_Z-XszA,Subway
4r9-iKOagzn5oUvPE9Bz4Q,Province Restaurant
OEPjt9cO1xYl7tYCkl6A5g,NY Pizza Lovers
MY0_6BAzQCu4sqXqwNEFfg,Mellow Mushroom
Im1QR6EiNBE-yHEqtwlZHA,Tutti Santi
TXpblNI207D-ddLzTGnU_w,Cora's
8nk--14Irg9PtpQLWg4peg,La Canasta
TrUPQ6CgVw4CpUuIk-AE2A,Hammer's Grill & Bar
hw7B402dB-d3HxdKc8iNQA,Fat Moe's Pizza & Wings
8F7oGsqfVGiHOuSFaDiB5w,Taco Bell
2FeI5q8Sm1Hk9jF4XGJbgw,Hong Fu Noodle
tZCIC-GWGYS7yh3KVbRnlw,Bratalian Neapolitan Cantina
SJVPANlM-ZKzL6Za1i9HYQ,Taste of Italy 2
lXzqdG775kLcq3yhJkiBCQ,Ron's Steakhouse
tBpcKHlBJTwRLq6Q2gv1KA,Tao Kitchen Asian Bistro
R7X5CX7cHbHo8vZT1XJBXg,Philly Steak and Pizza Express
5CWKlH0uyOUF5EZIyewMXg,Chi Chi's Tacos
YLeyLOQPUtadlOfVL4Bviw,Melted Cheese Kitchen
WkuYEGPXwTqTGCqWtJU5tQ,Brueggers Bagels
2VU7F1oqCxpVPVlvpwvacw,Barfly
8hDXefyRmWfw_Q0J_HN13Q,Native New Yorker
hCtyvahPsEOUb38LKxEQNQ,Coal Burger
_FHj7CEbxgXppkP-XKMuXg,Mexico Lindo
LkPOyUOLFDKcQN7j7es3qg,8 fortune Chinese cuisine
rwTTrgEw4euLFsWW2vXOcQ,Los Jarochos
ZhwoNt7dU6iA_wKmwe6qQA,Filiberto's Mexican Food
jbg4nsAmAsAy4uk7GO9GuQ,Asian One
sCYQO40IaQ7SwXsYLxtNJg,Noh
Bm2PBs_AZEtx93zdtwqUJA,Urban Picnic
AeKTQBtPRDHLAFL9bzbUnA,Sushi House Goyemon
PfXzO0BdNAoKjWKQ_bG06A,Cedars Restaurant
acOg_-6cXS-Lp08Ru39xeA,Coconut Bistro
ViCyCbRJu6tvzLutn4szGQ,BrewDog
pQPIaCWok_yVzY-0JvfURQ,SN Pacific Rim Asian Kitchen
ufx4U76IsSbA06tfnHP5XQ,Yoshi Bento
FURgKkRFtMK5yKbjYZVVwA,Windsor
-7Pwuxq7C04iKBiE6haISQ,Tasty Home Kitchen
hDAIq50U0yPwwo9oLbec5Q,Salsitas
sXkkxz7FwWx9ayHbDx0LbQ,Pho Saigon
Qjl1fyG__EtM7_VsOdB2hA,Thai Pad
qiFTZ7aJz-FXt1wz8YigAA,El Hefe Supermacho Taqueria
U2j0ImoVBVYqRvSRVFnMyg,Riff Raff Bar and Grill
TVJT7Xknd-ikf4vskcjKQw,Cyprus  Grill
AtcthKiiImxkZAm3w8ACzA,Burger King
DmHcLTO3tdzb49T29QiRzQ,Wendy's
cnugQPvKa5Mq0bHj145gjg,Pasta China
mkXlYHuNudcuey-SSh5Ulg,Pepe's Taco Shoppe
cg7Pys3TqUBkmXryzGN1Ww,New York Hot Dogs
yOKNzOST0WVaCMZiUceK3g,Famous Dave's BBQ
34JQEZg9DgTpzZ8tnAw_CQ,Tony D's
LjxKWM9wmyp7iYDkEMdwGQ,Ciao Ciao Cafe & Bar
kw2iivTM1os1Y2zKmkorjQ,Rivas Mexican Grill
ZRJwVLyzEJq1VAihDhYiow,Spinato's Pizzeria
r19KuIwskDffO2ZYRGD-WA,JiMichael's Restaurant
SwgDioJeUz73U87Ca3AgiQ,NYP- Pizzeria
bLLYFwl3_CPRsquqUSoneA,Two Hippie Beach House
m9wUQkksvb5f0NzWynR-GQ,Taco Bell
nnqNmFMLxDTW-SyOr-UXvg,Prezzo
LEO9b289aqCCK38zvIo8ow,Divino Enoteca
gPOBhJ_Brqt-OOdYhoXhlw,Los Argentinos
svUuarGBHtVcBFst3UoHkQ,Einstein Bros Bagels
DuaoskPAVBV55px_cwxIVw,E-Z Buffet
jgWAgT7LWPTf5wju9Q-kiw,Chou's Kitchen
e5L-JXyBTyqT33PRIigj_w,Jimmy John's
oOZ3pnqAQAKFx6K759bNKw,Sakura Japanese Restaurant
IaUXrUfy2iYrR6dHgvTpUg,Market Cafe Vdara
z7Gsx3Kwa99PejQpf9Ps7Q,Subway
kcBHEBHnTx9ySJwOdaSgPA,Culver's
85jjTjJ9_bTCTdjkUJI7SQ,Rally's
bI9VF3W1SPQtsIRtfYZzWg,Teriyaki Madness
kJFS_3WlP6TFdNUYt6V6FA,Cycle
lZZu104aHbtrDJ17whp3wQ,BBQ Boy and Catering
pvMeUi5Lw2O5vIXg9_EvDg,Zaytoon Kabob Bistro
lTvW5TcIVIVNmE4_LYQ4eA,Wine 5 Cafe
I1A1dbIc-CtMyI_0RUIcJQ,Los Favoritos Taco Shop
GYbCN7JrNHnjhjAIrwrrqw,The Greek Pita
FzRv6TujmHxvgUhWqPjjnw,Carl's Jr
EMGkbiCMfMTflQux-_JY7Q,Butters Pancakes & Café
dQQ4wVKoGZGpqo_SAxz_NQ,Tastee Freez & Sundance Pizza
zWB92QgkfyNTVIB8RMsGkQ,Spectrum Cafe
FjSttKipz44vRwKpPwhh-Q,Hibachi Grill & Supreme Buffet
wP5849J1DKB2KS3M6UwOAg,Spanish Fly
XKFGZwvsk3GVzd1CZdWpIg,Jimmy and Joe's Pizzeria
VkQYdpbna8eTYaHZ3fAMbg,Johnson Public House
3JwsrgkmQCEuz17WOB62eQ,Haven Burgers
#NAME?,Toby Carvery
CrwzX70X2XV1hlGhk30nYQ,Domino's Pizza
BTSigmp5qWH2Fq9-xJETzw,BK Whopper Bar
6BaQ2FZTDi2FYX9dIxWeJA,Steenbock's On Orchard
dq5kEswncZfz1WdruJqxGA,Muncheeze
UCQmb-6o-fT-hkWvBhAkdw,Giada's Italian Cucina
cKjCB4tJNH2x46VRf_az9A,Carl's Jr
LsU2nh3DREZCmV8ZgiSc5A,Taco Bell
kgPjOtSeMd3CMdbnEmHbeQ,Majerle's Sports Grill
MAAXhJoidk0yHRL3quu5GQ,Cacio Pepe
2J6Ffxeb4nk3BAtbC1nxqw,Indigo Grille
QVDzhx0E3d-J7Lh9FuQtTQ,Firehouse Subs
