yelping_since,compliments.plain,compliments.cute,compliments.cool,compliments.more,compliments.profile,average_stars,user_id,elite,review_count,name,compliments.list,votes.cool,votes.funny,compliments.writer,fans,compliments.photos,compliments.note,compliments.funny,votes.useful,compliments.hot
2011-12,13,,18,6,1,4.12,dM1WcB7GGNMz-bL8qqjfCg,"[2012, 2013]",174,Emilie,,100,54,7,10,1,5,4,193,7
2012-01,2,,6,2,,3.31,-nn1h3MJ9MLTOK-KZtGSxg,"[2012, 2013]",96,John,,49,29,4,1,,1,2,103,
2007-08,15,1,19,2,1,3.47,jvdGR8lr8O7utEimpdzpxg,"[2010, 2011, 2012, 2013]",221,Albert,1,125,152,6,5,2,4,14,261,14
2011-01,44,1,30,5,3,3.62,6VFHoeOaYCwZMgosAf08XA,"[2011, 2012]",336,Melissa,,239,175,16,15,3,22,2,562,16
2009-09,19,,11,1,,3.72,yiypCzkJDJDvDGVfKyVVow,[2011],69,Kiesha,2,157,138,5,4,2,11,6,306,19
2006-12,11,5,27,1,1,3.61,c4kETC0hsZbW2LR80UBl8Q,"[2007, 2008, 2009, 2010, 2011]",111,Adena,1,194,100,9,17,2,6,7,333,28
2010-08,6,2,15,3,,4.27,gO71ikoIl4SzgQZtrkNFxg,"[2011, 2012, 2013, 2014]",117,Naomi,,218,177,10,8,3,8,3,351,6
2008-04,2,,6,,,3.82,J2ANikLD57tOj1fNupMMlg,"[2011, 2012, 2013, 2014]",186,Caitlin,,66,36,3,4,,1,,203,2
2011-10,1,,1,,,3.92,39f3F7Br4e8ZTsMoRAB6Ug,[2014],100,Jessica,,40,29,,0,,,,108,1
2006-12,108,28,154,24,9,3.52,9xaJ7hM8SCrXFowDKZ1kHw,"[2009, 2010, 2011, 2012, 2013, 2014]",451,Dung,5,1002,991,109,78,43,60,70,1591,164
2009-07,9,,4,2,,3.97,jh_ddSUbN7oeTZG8tIcHkQ,"[2011, 2012]",68,Rick,3,81,53,2,1,,1,,147,9
2007-02,535,33,424,29,28,4.23,PO8XNxGUizzzKGHmn24fQQ,"[2010, 2011, 2012, 2013, 2014]",722,Maureen,26,3504,2308,204,53,23,202,96,3976,337
2011-07,6,,4,2,3,4.2,QtDWRXkHjIqEv0arsU5uUQ,"[2011, 2012]",42,Karla,,34,22,9,1,,2,,71,3
2011-05,27,,43,5,1,3.75,5bKR551WDtbq9AE2Y1guhQ,"[2012, 2013, 2014]",164,Rajiv,,84,64,18,8,1,38,26,179,21
2008-09,442,19,302,24,31,3.95,LASSKMzO-XpNvKDlfTcCIQ,"[2009, 2010, 2011, 2012, 2013, 2014]",255,Vinh,2,1401,1339,49,29,56,138,254,1625,236
2010-07,17,2,19,3,,3.43,hP6I1wVGOyGtdQurJQX5nA,"[2012, 2013]",455,Angela,,141,84,11,13,12,6,8,311,5
2009-12,405,3,306,31,11,3.48,sELE9gPbLJKk3wuoOeowhA,"[2010, 2011, 2012, 2013, 2014]",386,Andrew,13,720,758,95,39,38,129,205,1180,247
2012-06,3,,4,1,,3.76,ZuIlII7rpVSzGB_bjvHs3Q,"[2012, 2013, 2014]",68,Kelsey,,27,31,6,2,,2,3,86,5
2009-12,314,2,170,9,,3.45,sFQsKwx1iTPSAGYOo1yTdw,"[2010, 2011, 2012, 2013, 2014]",531,Mark,5,674,702,59,28,9,60,85,1183,98
2009-06,10,,5,2,,3.49,2J8BlhGmctdjxsP4mp6E5w,"[2010, 2011, 2012]",142,Rob,,120,258,9,2,,3,5,302,3
2010-06,9,2,18,1,,4.26,1x3wcEEZUsIl8gRLBtPT4A,"[2011, 2012]",61,Joo,,69,66,7,7,13,7,12,118,18
2010-01,12,1,10,2,2,3.86,QWYdmiFRyg0xtokomi6Q9A,"[2013, 2014]",150,Jojo,,98,66,8,4,2,10,5,293,9
2007-06,143,13,252,16,33,3.56,AO7fRv6Wq-322AZXAWbgXw,"[2009, 2010, 2011, 2012, 2013, 2014]",769,Sara,17,2004,1474,97,54,239,67,79,2389,165
2008-11,137,13,159,29,9,3.76,r6PWDOVZIU7HqNgeQZN9yA,"[2009, 2010, 2011, 2012, 2013, 2014]",231,Maryella,2,2561,2407,107,26,41,72,92,2759,108
2009-12,12,,16,4,,3.58,vBewGw3Pdv8BTlEEf1DiTA,"[2011, 2012]",175,Hung,,116,145,7,11,2,10,3,208,10
2008-05,130,,166,9,2,3.95,aYsjSXX3m6UQUPcVk0yiBw,"[2009, 2010]",196,John,4,453,398,38,19,17,45,62,603,185
2010-12,26,2,42,4,3,3.87,cea04YzZ3mVfdZM9HLrsVQ,"[2011, 2012, 2013, 2014]",390,Peter,,259,309,26,20,4,31,20,520,20
2010-07,25,2,32,4,2,3.96,e9jWioCHHFFXSAsev78F9A,"[2013, 2014]",201,Joanne,,133,96,12,11,15,12,19,256,18
2007-03,26,4,36,12,2,3.92,GtlLOoeeFxSafMz2UYfyxA,"[2007, 2008]",424,Evann,4,691,549,10,14,1,18,11,984,29
2008-10,2,2,7,5,,3.95,UmHvuFL7DiEA7JkyskbFjQ,"[2010, 2011, 2012]",97,Laura,4,68,104,6,7,2,,7,143,11
2008-12,1,,2,,,3.65,VhmkOYiMoskYk7kr57kPJA,[2014],63,Michelle,,16,6,,0,,1,,32,1
2013-02,6,,5,1,,3.88,PIm0GaR4dh_71XBajUmx2w,"[2013, 2014]",68,Alex,,14,15,2,0,1,10,3,37,7
2010-02,9,1,11,3,1,3.68,5BKE-g7esZQmStEXK1oMOQ,"[2011, 2012, 2013]",279,Marissa,4,98,107,5,8,4,6,4,290,8
2008-11,62,2,54,9,6,3.45,osKPHwV8_QZICX7G2CEmLw,"[2011, 2012, 2013]",212,Kyle,3,341,472,30,12,8,36,40,456,38
2008-07,5,,4,2,1,3.91,kz_BDv9T8CpweE64iuO59g,"[2010, 2011]",85,Matthew,,72,49,2,2,1,3,,92,16
2007-12,62,5,40,9,1,3.7,Vuv-GAG__usIpJ7mM-rfsg,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]",383,Mark,3,635,440,23,21,2,14,25,1118,18
2010-06,24,,8,6,1,4.04,nwavzzcBhOzdyAhhykxiNg,"[2010, 2011]",465,Robert,,96,58,1,5,,4,,273,1
2007-06,14,,9,3,5,3.96,CRMUFyygVaM5bQKbLnRQGQ,"[2010, 2011, 2012, 2013, 2014]",333,Steph,,113,118,6,9,,8,9,204,5
2008-06,12,,19,2,,3.04,Vu9umc6G_l_Evju8Y634EQ,"[2008, 2009]",230,Alex,,175,125,6,3,1,2,7,294,4
2006-11,246,91,439,31,14,3.9,yk-lz4JUKREUVw9hxk-VZw,"[2006, 2007, 2008, 2009, 2010]",699,Mel,10,2991,4657,48,70,50,232,631,3238,742
2007-05,208,23,228,31,16,3.49,NOgUDhql_0TXIS3SOdvQfg,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",1737,Rebecca,3,1363,1273,44,29,12,132,170,2881,113
2010-11,9,,13,,,3.57,lvimb2dNg122x7DzhX3knQ,"[2012, 2013, 2014]",505,Denni,1,288,117,4,11,1,7,6,624,4
2008-09,8,,14,1,,3.64,qLjnCpL7C2F5q27vwz0iQg,"[2010, 2011, 2012, 2013]",364,Kameron,1,141,118,7,8,1,8,7,409,7
2010-05,469,73,800,83,230,3.59,H4bi5dCXGnC4fReslhZ2ew,[2014],165,Lena,34,1256,1108,350,19,304,272,332,1497,493
2008-10,75,12,125,13,12,3.61,m2rJWMkMl70kNUFwxZROyg,"[2010, 2011, 2012, 2013]",291,Amanda,4,359,364,36,20,5,51,54,566,94
2012-06,50,2,48,6,1,3.63,V6Y-JxU8ej4m4P4Zg95CIg,"[2013, 2014]",77,Laura,2,70,63,30,7,5,25,29,197,37
2010-03,12,1,7,6,1,3.68,kBi1dyC2WMgmgNqn0xXYew,"[2011, 2012, 2013, 2014]",335,Michael,,127,63,16,8,1,17,3,359,15
2011-09,10,2,10,3,,3.81,lXuWudXgnaGyfDgZlwFyRw,"[2012, 2014]",175,Audrey,,158,114,5,10,,5,3,374,9
2009-02,42,1,37,1,3,3.25,5fvg-Geg-ETrob-q1-OEXQ,"[2011, 2012, 2013, 2014]",219,Lisa,,124,167,7,9,2,19,12,602,16
2007-03,37,24,52,4,3,3.87,XpD6HNw4LoGDBCGkMqxrnw,"[2007, 2008, 2009, 2010, 2011, 2012, 2013]",356,Rada,1,484,359,14,33,10,20,25,607,78
2011-06,2,,2,,,3.6,vlmLeB5bj_O1FGAOqbMrig,[2014],48,Sarah,,22,27,2,4,,,,62,3
2010-09,16,,22,1,,3.59,o-gQiGhvfUbYEEVLfLZD6A,[2014],86,Chloe,,136,106,7,3,2,9,5,216,8
2008-07,419,17,439,21,15,3.63,QHKWB42JjbtBKNZQOkbheA,"[2009, 2010, 2011, 2012, 2013, 2014]",578,Vonetta,20,1964,1902,76,56,16,125,335,2028,396
2008-05,1961,24,1579,100,104,3.56,0IAOkW3KD1Dsx2hnwb0CSA,"[2009, 2010, 2011, 2012, 2013, 2014]",683,Sam,34,7482,5813,533,100,41,396,395,9142,820
2005-12,6,,18,2,,4.0,CypF8RRXpnsy9NOPjrzblw,"[2006, 2007]",68,Kevin,,48,33,4,4,,1,4,58,7
2008-01,117,6,203,22,3,3.86,-13pXxRgRAvi3j5U2JYduQ,"[2008, 2009, 2010, 2011, 2012]",236,Brice,3,1178,1376,58,20,5,53,182,1429,265
2011-12,1,,1,2,,3.38,xPUv51U-Fd5VV-NhfwZPew,"[2012, 2013, 2014]",298,Asish,,69,64,2,7,1,,,251,
2006-08,279,54,388,36,34,3.54,_0ldnpmfG5sMwd3jqZDM2w,[2007],279,FoodSlut,6,2277,3037,48,56,37,287,606,2344,420
2006-09,12,,21,8,,3.84,whn9F3Z5axj81yHuqZFeFQ,"[2007, 2008]",114,Kim,1,248,128,11,20,3,16,2,408,38
2007-06,370,4,190,7,4,3.74,NrkZV9gOCoyrs62-axItqg,"[2011, 2012, 2013, 2014]",396,Aditya,11,552,269,90,35,17,127,53,1079,82
2007-06,4,,5,,1,4.44,6WJHk3E4PLt0-EXakw5Kdw,[2009],62,Regan,,123,85,2,3,1,5,1,134,3
2010-05,21,,10,5,1,3.72,ChgmBht69bnqSdDxpWMAqQ,"[2012, 2013, 2014]",256,Monica,1,203,110,10,10,,7,2,455,14
2006-03,40,4,100,14,15,4.08,CJ82REwM54nVZK7jioOz-g,"[2011, 2012, 2013, 2014]",329,Greg,8,349,277,41,14,12,24,29,540,68
2011-07,21,1,21,2,,3.79,hzGVGNBCHJyfUyCC3kYeMw,"[2013, 2014]",167,Karen,,193,121,24,8,4,12,7,303,8
2007-10,11,1,10,3,1,4.12,nLr28kH8B5kqacKFyamcYw,"[2009, 2010, 2011, 2012]",182,Diana,,91,43,3,11,,4,,170,12
2005-04,38,11,56,10,6,3.66,aIw8N_ec97tsBWU6hfydYw,"[2005, 2006, 2007]",709,T-Bone,3,653,422,14,15,15,26,25,812,32
2008-09,57,,110,18,17,3.95,rg6MxcrOUNqsvUFl9RWPUA,"[2009, 2010, 2011, 2012, 2013, 2014]",544,Grace,,727,598,66,16,11,38,18,1061,80
2009-08,25,4,8,1,3,3.26,v6hapcCh7wEqANNd_KkYrw,[2014],463,Hailey,,174,212,8,12,3,15,9,621,7
2009-04,40,5,36,7,,3.76,379ZrfE3h9Z_dK54GfpUjQ,"[2010, 2011, 2012, 2013, 2014]",242,Helen,1,156,195,6,20,12,9,9,266,40
2008-07,26,3,41,4,,3.88,bHdvs5mOPxUz04pSX4x7YA,"[2009, 2010, 2011, 2012, 2013, 2014]",274,Susanne,5,354,161,21,13,4,22,8,692,15
2006-08,71,20,130,2,3,4.21,RtEjwp9KF1_inHdyeYDmZA,"[2008, 2009, 2010, 2011]",455,Christine,4,941,643,25,22,7,19,7,1119,164
2007-02,13,,8,6,2,3.32,cPniOhttQK-AzISCrN_EnQ,"[2007, 2008, 2009, 2010]",359,Austin,1,182,89,4,4,4,2,5,295,2
2009-01,25,3,39,4,9,4.02,BIiEDi-OjVWZ8xYYbYOorQ,"[2009, 2010, 2011, 2012, 2013, 2014]",163,Grace,2,332,343,11,9,2,16,36,442,37
2006-08,2,4,6,,,3.83,_DU3PI95YAoDD9MIxG549w,"[2006, 2007]",103,Amy,2,74,27,1,7,1,2,2,86,3
2009-07,117,7,91,3,5,4.39,FKKKysCfKpCVU2H2U2GzEg,"[2009, 2010, 2011, 2013, 2014]",306,Nick,,623,487,15,20,18,50,25,863,48
2011-05,9,,3,,1,3.43,vO-pXlb9z0a8WBS-QZ-lkg,"[2013, 2014]",74,Joe,,7,7,3,0,1,6,,50,1
2012-08,11,1,15,1,,3.83,Qel20iXYJB39kSfkwq6p7g,"[2013, 2014]",186,Heather,1,215,212,7,15,3,12,3,396,18
2007-09,9,1,19,4,,3.63,YJMtL7R5jLpzlpxQYuyXMA,"[2007, 2008]",139,Marion,,160,150,5,9,1,3,2,381,13
2010-02,16,,8,4,,3.76,nilXcvhYIKGo3gMRMWqPWw,"[2011, 2012]",67,Mike,2,55,67,4,3,1,6,5,131,7
2012-03,7,,11,,,4.19,0oO8FQP5aLe56hnQZz_S7g,[2014],72,Brett,,72,70,7,6,,1,3,136,4
2008-08,30,1,11,2,1,4.12,CKs1nNcqzlwM7n2fPFZjLQ,"[2009, 2010]",149,erin,3,79,108,1,4,4,8,14,127,10
2014-02,26,,16,,,4.47,juX3Hds9a28HJBPbRs2bxw,[2014],58,Michelle,,53,22,2,3,,4,1,121,4
2011-07,7,,12,2,,3.5,kOjJuoE3eln6owBpd_pi-Q,"[2011, 2012]",138,Jeremy,1,52,39,8,9,,9,1,140,5
2007-12,8,,16,1,,3.5,33aCokWJp331StsOfCisJQ,"[2011, 2012, 2013, 2014]",201,merisa,,158,235,18,16,,5,4,344,3
2010-08,15,2,24,2,2,3.99,G0MvEnRYbU5dYXRcBGHWDg,"[2012, 2013, 2014]",93,Jun,1,92,86,22,7,2,13,9,221,21
2009-11,40,1,27,1,3,3.1,s5QZDL5kfGaMsJGAWHJWfQ,"[2010, 2011, 2012]",425,William,,184,232,16,5,2,10,11,459,13
2008-09,8,,11,1,2,3.77,q-wX8nwDnsw1PPXRVcmEOw,"[2012, 2013]",97,John,,89,71,7,1,,3,1,145,6
2008-02,21,7,32,5,8,4.28,XXm0uEsd8wHZlwQXrab9XQ,"[2012, 2013, 2014]",259,Susana,1,236,230,25,19,11,18,7,535,36
2007-07,7,1,5,4,1,3.74,aSLWZpZjHiGxacp8bUBfDQ,[2010],65,Eric,,112,67,3,4,,8,2,167,4
2008-01,20,2,20,2,2,3.45,VENx5yQsFXevt7cKgHsQJw,"[2009, 2010, 2012, 2013, 2014]",494,Diane,1,144,108,11,12,2,4,10,315,12
2011-07,8,,24,1,,3.98,1RLrTsHG9ki12tTPfRtTBw,"[2012, 2013, 2014]",229,Brian,,108,71,7,7,1,5,7,239,2
2007-01,388,16,506,26,17,3.56,1T7sS2uH8MwodMiosz4wkg,"[2008, 2009, 2010, 2011, 2012]",753,phillip,10,2442,1862,91,42,80,195,257,3046,391
2010-02,4,,21,5,2,4.0,7eXEzO3qCRonF-MM-oQb6g,"[2011, 2012, 2013, 2014]",242,Gail,2,113,72,10,4,3,7,,321,11
2009-08,16,1,9,5,,3.81,T1dNvcL68atRSJKrcBoUhg,"[2010, 2011, 2012, 2013, 2014]",363,Karen,4,87,43,3,1,4,14,3,240,11
2010-09,144,1,215,19,9,3.58,qU6Us06qhAq7Cb6Ljiwwow,"[2011, 2012, 2013, 2014]",660,Kevin,3,1105,1161,113,31,8,48,73,1594,88
2008-07,17,,38,4,3,3.64,gDX0QrF7xnhuzSd9nDy9Aw,"[2010, 2011, 2012, 2013, 2014]",295,Nancy,1,208,235,18,16,3,17,16,408,17
2009-01,12,1,15,6,3,3.46,Wb7eNZD2YXjgAA0p9Bxy2g,"[2010, 2011, 2012, 2013, 2014]",364,N. Danny,,128,136,8,10,4,6,5,304,11
2009-10,17,3,33,3,4,3.75,NzP9OoNP8vBMRUSs0UXBNw,"[2010, 2012, 2013, 2014]",387,Jacqueline,1,176,79,6,9,2,2,21,328,25
2011-11,6,,5,1,,3.76,m6vJn3-UvZ70t2c2krH3YA,"[2012, 2013, 2014]",127,Alex,,68,86,4,8,2,4,2,184,2
2007-07,59,25,132,12,,3.93,dgU3qv9mFpmUvUe_1aQeAg,"[2008, 2009, 2010, 2011]",420,Linda,1,923,903,16,26,10,69,60,1113,141
2007-10,5,2,26,4,1,3.52,UL7YVjUw0E1R1ExJtyRPWA,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]",210,Katie,,233,140,8,5,5,18,4,493,5
2008-12,12,,8,2,,3.84,wn-qQy6-7__KCnuCzG7XFA,[2010],113,Lennar,,134,150,5,3,,5,11,179,3
2011-11,23,,15,1,,3.8,-X1RGldgvwraIjdCYRqHnw,"[2013, 2014]",89,Vivienne,,85,56,13,5,2,1,3,119,4
2009-03,8,,3,,,3.88,W2q7furXbSIwThcdhGJH9A,"[2012, 2013, 2014]",174,Lenore,,66,60,2,1,,6,3,196,
2009-05,43,5,68,3,,3.89,efEXkh9yk-hteA8NxUH6vg,"[2011, 2012, 2013, 2014]",365,Anna,,263,252,10,17,3,47,27,582,93
2012-09,532,62,801,41,58,3.79,txKV4qLksDBGZtlJcAs6vg,"[2013, 2014]",276,Mandy,5,2212,2154,337,25,171,150,233,2423,682
2009-10,32,,28,4,2,3.69,8vXOnkHwUKV21-zQy8KY4w,"[2009, 2010, 2011, 2012]",465,Jacob,,244,220,22,19,5,15,19,610,45
2009-06,20,,10,3,,3.93,RGK6VzSlHzD2cbhYA93low,"[2009, 2010, 2011, 2012, 2013, 2014]",327,Mark,,104,79,4,9,1,16,4,410,2
2009-01,62,3,175,6,1,3.74,olQ6RMTEyFpBLAguLWDDMw,"[2011, 2012, 2013, 2014]",520,Erica,,441,320,52,41,17,32,65,713,121
2011-07,25,,15,7,1,3.64,Ca8VnQ5BU9VxUUU3BNKEkQ,"[2012, 2013, 2014]",555,Shanel,,206,267,12,11,5,19,18,536,13
2009-11,47,,65,5,,3.61,cKXHA34SuratNtgZjNRlrA,"[2010, 2011, 2012, 2013]",310,Dan,,157,125,17,5,3,29,33,451,32
2009-04,22,2,19,2,1,4.31,kmdJnmlzONsjinpOYQdn_g,"[2010, 2011, 2012]",325,Anne,,209,139,12,12,,13,10,470,17
2008-02,17,,13,3,,4.36,j2Tu7_pzuCNVRN9kGGpZ5A,"[2008, 2010]",103,Lindsay,,129,80,3,5,,8,4,225,12
2008-06,4,6,10,,,4.16,WZN3sehn6pksaR62zjq8Rw,[2009],93,Siobhan,,58,38,2,16,1,3,4,86,14
2009-07,7,1,8,2,2,3.63,kxbFRNPsZSviKs5tO-az3A,"[2010, 2011]",88,Curtis,,97,51,3,4,,9,4,193,7
2010-08,5,1,10,,,4.24,crUTjQGVgDG4lVnE1FTtbg,"[2011, 2012]",108,Laura,,47,27,2,8,,,2,154,4
2012-03,4,,5,1,,3.73,2C1JDU7NeaJdwf3wwqeZrA,"[2013, 2014]",153,John,,52,32,1,6,,,1,184,2
2011-01,79,3,74,9,7,3.86,0O4FlFM7-3-NgmaRwigJvQ,"[2012, 2013, 2014]",200,Keith,2,632,750,30,17,2,24,37,763,52
2007-05,32,4,48,3,2,4.2,zeTCWP9qxJuFs6mjxQzyag,"[2007, 2008, 2009, 2010, 2011, 2012]",295,Laura,3,380,297,11,13,5,39,28,665,37
2008-02,4,,21,,1,3.7,xJ8GquWqsD0YSroKYnpC1A,"[2010, 2011, 2012, 2013, 2014]",821,Blake,,110,72,4,8,,3,1,293,1
2008-11,84,,98,10,1,3.79,-wpal6wifKA_CuQQArOS1w,"[2013, 2014]",455,Catherine,1,314,195,20,22,5,17,15,593,58
2008-05,33,11,134,4,3,3.84,5X377UdWBlky87Fy6zWzHw,"[2009, 2010, 2011, 2012]",271,Abi,3,587,585,22,29,18,29,29,830,128
2011-04,3,1,18,4,,3.6,VlzD_oX6VW95xUz77qlL8Q,"[2011, 2012]",89,Pamela,,85,80,19,4,,8,5,392,10
2011-08,6,2,9,1,1,3.51,8uNxVLuYwQaSHR6DlioDJQ,"[2012, 2013]",136,Sam,1,373,339,3,6,,5,16,555,5
2007-12,137,20,243,17,4,3.27,CEfUkE9nqGsJeIpFgAv1yw,"[2008, 2009, 2010, 2011]",593,Chris,10,1675,2164,36,34,20,184,251,2003,191
2007-02,86,,72,9,6,3.84,AzV-8kuqyXJqRc-MNOmOlw,"[2009, 2010, 2011, 2012, 2013, 2014]",636,Jimmy,7,437,436,21,18,1,47,31,826,33
2013-09,47,,40,,1,4.1,geywmKDjKrdl_pzeGoLcqg,[2014],62,Christina,,88,43,4,2,2,11,5,125,14
2009-02,3,,10,3,1,3.44,spZ06v78ERelJilKdQETuA,"[2009, 2010, 2012, 2013, 2014]",145,Frank,,115,65,4,3,,8,1,211,7
2007-10,14,2,16,4,1,3.35,auFznQwzwB8_x8K53ZtnWg,[2008],235,Maryanne,1,123,95,5,3,3,9,5,240,6
2006-12,7,7,12,2,,4.2,6p7u31IN2j84N5Fp4Yqnig,[2010],117,David,1,114,142,1,3,2,4,13,119,10
2009-01,30,,25,3,5,3.86,bH40h15ScLYilmXssXtf3A,"[2009, 2010, 2011, 2012, 2013]",451,Ben,16,770,529,27,12,2,7,27,1095,16
2009-08,4,,5,,,3.57,OuPwBZwfMYWC0ORNuhJDXw,"[2013, 2014]",81,Parris,,19,16,1,3,,,,57,1
2012-01,97,1,74,3,1,4.27,pJZgBLp3lwWElM09_QJXTA,[2012],54,Joel,,139,20,10,3,6,28,16,146,25
2012-01,7,1,3,2,,4.08,O3ftt97IwVWuB_ZvKLEskg,[2012],37,Kristina,,41,22,2,2,1,2,,91,5
2006-10,54,4,97,22,9,3.91,1HiqFLHZ5FOnoKTpTmajYg,"[2006, 2007, 2008, 2010]",245,Albert,6,456,232,10,26,4,63,65,620,63
2013-12,8,,7,1,,4.19,Z0L078Q5D1FJ0IDC8r9Idg,[2014],81,Nikki,,36,26,1,1,,1,4,64,2
2009-04,19,5,31,6,2,3.51,mGDjwSebGqtbBRREgLaE8g,"[2011, 2012]",308,Jess,1,1395,1154,17,11,6,9,21,1855,18
2010-11,18,1,31,2,3,3.98,gYdY0aLRXtUNQeAj7976CA,"[2012, 2013, 2014]",255,James Kimo,2,228,182,20,8,,6,6,425,17
2010-06,107,1,94,6,5,3.67,KIHH8q4BKq1hF4eFKXSNHg,"[2011, 2012, 2013, 2014]",142,Siqi,1,737,659,67,8,49,4,2,855,104
2009-03,9,1,10,1,1,3.6,Yxb-1iwoYX5wA1M8PVUtfA,"[2009, 2010, 2011]",170,Tin,,167,190,6,8,1,2,6,221,9
2008-07,1,1,6,1,,3.55,Z1ofOL2bZOIAe4-P7UgnqA,"[2009, 2010]",134,Mikey,,91,65,2,3,1,8,3,188,1
2009-05,20,1,9,3,3,3.35,bZ1eQgC3OpKMmVvHlyOmWg,[2011],177,Jerald,1,48,51,5,2,2,4,1,88,2
2008-10,5,,11,1,1,3.57,96qHRqrGbcovz733Z4J1Dg,"[2010, 2011, 2012, 2013, 2014]",563,Evan,,191,118,2,5,,10,5,524,5
2012-07,552,1,294,24,5,3.32,xOr-hXDSa025NRPTtfgSbw,"[2012, 2013, 2014]",695,Bernie,2,429,378,53,13,24,240,241,908,61
2011-02,18,,12,2,,4.03,UzY2tNrpieVzNYbQKB3Qqg,"[2013, 2014]",260,Lia,2,142,111,14,17,,5,4,547,14
2011-05,9,4,10,1,1,3.99,-qMXwix5s_wj5xDyS3yV-w,"[2011, 2012, 2013, 2014]",167,Cesie,,88,71,7,11,2,4,1,202,5
2011-03,8,,14,2,3,4.19,TN-ErTrFxRURlky-WJkhdw,[2013],100,Cynthia,,47,49,2,1,,4,6,101,11
2007-04,56,2,135,20,2,3.57,P1qwZrslRv9KS9vPJNXe4g,"[2008, 2009, 2010, 2011, 2012, 2013]",606,Patrick,2,1042,1458,69,32,7,26,74,1574,24
2011-04,3,,3,,,3.59,RkNcFw5kgQHSmKrHbXKWEA,"[2013, 2014]",74,Jai,,23,6,4,1,1,4,,77,
2007-05,19,,33,7,,3.93,UxRuW9FIrn65POpRsV-eLg,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]",440,Jeff,,262,133,16,14,2,22,1,745,10
2007-07,15,2,21,4,3,3.53,1wotnFLHBCKwPBHMPidLHg,"[2009, 2010, 2011, 2012]",521,Rylan,,141,145,8,21,2,11,6,419,12
2010-02,2,2,1,,,3.82,DFQ95g3s1oi-VcDZEO2TOA,"[2010, 2011]",55,Kathleen,,49,26,1,5,,5,,117,
2010-01,18,,12,,1,3.49,X_8zIOYHRhuWa0VqJonHVA,"[2010, 2011, 2012, 2013]",148,Andrew,,173,161,10,4,,11,9,283,10
2008-03,159,16,151,10,7,3.83,1afCaO9ygoGVjuky0G5P_A,"[2009, 2010, 2011, 2012]",368,Kelly,11,874,1257,79,64,47,32,118,1182,189
2008-04,53,2,43,,4,4.1,Lyq8FM1sj9qZkXz_eQFZgQ,"[2012, 2013, 2014]",210,Tu-Anh,1,176,118,32,13,12,22,18,299,27
2011-12,4,,,1,,3.7,-46dRMVxrl2I9l35_JtDIQ,[2014],69,Jaxx,,17,5,1,2,,7,,77,
2007-03,78,16,107,10,1,3.81,fd68FgmkzCi_Tud41ex2dQ,"[2008, 2009, 2010, 2011]",324,Patrick,7,809,1008,23,25,5,69,147,896,122
2010-11,4,1,9,1,1,4.13,iHb80EiB638Cxnsqwy566w,"[2012, 2013, 2014]",369,Cara,,153,98,5,3,2,4,5,265,4
2011-06,62,2,48,2,2,3.76,YuSjiBCf_3j1Oqs99Aue0A,"[2012, 2013, 2014]",309,Tiffany,1,174,80,4,12,8,11,6,282,13
2011-02,21,1,17,4,,3.94,MddX0PxgQjjCUev7mUO6_A,"[2011, 2012, 2013]",70,Rakhi,,47,23,4,1,4,12,3,109,3
2009-07,2,,6,3,2,3.55,32Eam_7pPyMRW9XDrM-I4w,"[2013, 2014]",170,Rissa,,24,14,1,1,,3,1,71,2
2010-08,7,1,1,1,,3.98,05YU3CpKwqYllgtnLe7bhQ,"[2012, 2013, 2014]",124,Yael,,76,52,16,8,,1,1,176,1
2007-04,9,3,16,2,,3.85,BaYFb9yVVf_S9wsh8ekBrA,"[2008, 2010]",123,Antoinette,,125,84,12,12,1,6,5,350,14
2008-06,10,1,15,1,,3.78,YIkfQxxZe_6TrkCeAsCvuQ,"[2011, 2012]",122,Paul,3,67,107,11,3,,7,6,123,13
2010-03,3,,5,3,,3.68,2SefCkQqarhYRBnld4TvzA,"[2010, 2011, 2012]",81,Ploy,,66,112,4,2,,5,2,178,10
2010-06,19,,22,4,2,3.59,HgpVwEK2C3tE09WwIjs4MA,"[2012, 2013, 2014]",393,Julia,,185,119,8,10,1,11,6,397,12
2006-05,33,2,30,11,2,4.16,oH1eE-zBYV6IGkZzXtw8Ig,"[2006, 2007, 2008, 2009, 2010, 2011, 2012]",415,Kristen,16,221,91,9,22,2,15,1,563,11
2008-06,66,36,105,18,6,3.94,MRA7clSXAkeZEoflhlt0wg,"[2009, 2010, 2011]",82,Courtney,3,710,673,38,47,12,28,65,660,156
2008-12,1,,4,1,,3.52,-ktVisGcN0vRyqzp2vEELA,"[2010, 2011]",93,Cassandra,,88,93,3,6,3,4,2,120,4
2007-07,17,,14,1,2,3.63,u_GiAMHxRM9kYH3S2xWUXg,"[2013, 2014]",177,Sierra,,85,105,8,23,1,13,3,346,5
2009-07,8,2,7,2,1,4.04,60zEQkNgV_JqbbtgWhDewQ,"[2009, 2010]",134,Desiree,,36,61,2,3,1,5,3,117,6
